Type,Text,URL
p,"Code of Federal Regulations, 2014 CFR",
a,"Code of Federal Regulations, 2014 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2014&page.go=Go
p,,
p,2014-04-01,
p,"... determined by any suitable analytical procedure of generally accepted applicability. (ii) Inherent viscosity... D1243-79, “Standard Test Method for Dilute Solution Viscosity ofVinylChloride Polymers,” which is...",
p,Characterization ofVinylEster Composites Filled with Carbonized Jatropha seed shell: effect of accelerated weathering,
a,Characterization ofVinylEster Composites Filled with Carbonized Jatropha seed shell: effect of accelerated weathering,http://adsabs.harvard.edu/abs/2018MS%26E..358a2053S
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Sri Aprilia, N. A.; Khalil, H. P. S. Abdul; Amin, Amri; Meurah Rosnelly, Cut; Fathanah, Ummi; Mariana",
p,2018-05-01,
p,"The effect of accelerated weathering test of carbonized jatropha seed shell filledvinylester biocomposites was investigated. In this study, four loading of carbonized jatropha seed shell and one without loading ofvinylester biocomposites were used. The samples exposure at several circles time in QUV chamber. The durability ofvinylester biocomposites filled carbonized jatropha seed shell changes in mechanical properties and weight loss during exposure in UV and condensation. The tensile test and flexural indicated decrease with increasing of carbonized jatropha seed shell loading. The SEM fracture surface of biocomposites looks rough and some carbonized out of the matrix.",
p,An Evaluation of Fracture Toughness ofVinylEster Composites Cured under Microwave Conditions,
a,An Evaluation of Fracture Toughness ofVinylEster Composites Cured under Microwave Conditions,http://adsabs.harvard.edu/abs/2007JMEP...16..741K
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Ku, H.; Chan, W. L.; Trada, M.; Baddeley, D.",
p,2007-12-01,
p,"The shrinkage ofvinylester particulate composites has been reduced by curing the resins under microwave conditions. The reduction in the shrinkage of the resins by microwaves will enable the manufacture of largevinylester composite items possible (H.S. Ku, G. Van Erp, J.A.R. Ball, and S. Ayers, Shrinkage Reduction of Thermoset Fibre Composites during Hardening using Microwaves Irradiation for Curing, Proceedings, Second World Engineering Congress, Kuching, Malaysia, 2002a, 22-25 July, p 177-182; H.S. Ku, Risks Involved in CuringVinylEster Resins Using Microwaves Irradiation. J. Mater. Synth. Proces. 2002b, 10(2), p 97-106; S.H. Ku, CuringVinylEster Particle Reinforced Composites Using Microwaves. J. Comp. Mater., (2003a), 37(22), p 2027-2042; S.H. Ku and E. Siores, Shrinkage Reduction of Thermoset Matrix Particle Reinforced Composites During Hardening Using Microwaves Irradiation, Trans. Hong Kong Inst. Eng., 2004, 11(3), p 29-34). In tensile tests, the yield strengths of samples cured under microwave conditions obtained are within 5% of those obtained by ambient curing; it is also found that with 180 W microwave power, the tensile strengths obtained for all duration of exposure to microwaves are also within the 5% of those obtained by ambient curing. While, with 360 W microwave power, the tensile strengths obtained for all duration of exposure to microwaves are 5% higher than those obtained by ambient curing. Whereas, with 540 W microwave power, the tensile strengths obtained for most samples are 5% below those obtained by ambient curing (H. Ku, V.C. Puttgunta, and M. Trada, Young’s Modulus ofVinylEster Composites Cured by Microwave Irradiation: Preliminary Results, J. Electromagnet. Waves Appl., 2007, 20(14), p. 1911-1924). This project, using 33% by weight fly ash reinforcedvinylester composite [VE/FLYSH (33%)], is to further investigate the difference in fracture toughness between microwave curedvinylester particulate composites and those cured",
p,"Radiation grafting of various water-soluble monomers on ultra-high molecular weight polyethylene powder. Part II: Thermal, FTIR and morphological characterisation",
a,"Radiation grafting of various water-soluble monomers on ultra-high molecular weight polyethylene powder. Part II: Thermal, FTIR and morphological characterisation",http://adsabs.harvard.edu/abs/2001RaPC...62..337A
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Aydınlı, Bahattin; Tin c̡er, Teoman",
p,2001-10-01,
p,"Radiation induced grafted polyacrylic acid (PAA), polymethacrylic acid (PMAA), polyacrylamide (PAAm), polyN,N-dimethyl acrylamide (PNDAAm) and poly 1-vinyl-2pyrrolidone(PVP) on ultra-high molecular weight polyethylene (UHMWPE) were characterised by DSC, FTIR and SEM analysis. While the effect of irradiation on pure UHMWPE was found to increase crystallinity and cause higher enthalpy of crystallisation, grafted UHMWPE powders showed lower crystallinity and enthalpy of crystallisation. In all grafted UHMWPE there existed secondary transitions corresponding to grafting polymers in the first run of DSC above 60°C and they became clearer at a higher grafting level. In the second run of DSC some Tg values appeared to shift to higher temperatures while some were not detected. FTIR analysis indicated the presence of water-soluble polymers in the grafted UHMWPE. The characteristic peaks of water-soluble polymers became sharper in the grafted UHMWPE. SEM analysis revealed that the grafting occurs both on fiber and microparticles of UHMWPE while flowing characteristic of powder is retained.",
p,Pressure and Temperature Dependence of the Reaction ofVinylRadical with Ethylene,
a,Pressure and Temperature Dependence of the Reaction ofVinylRadical with Ethylene,https://ntrs.nasa.gov/search.jsp?R=20090002679&hterms=ethylene&qs=Ntx%3Dmode%2Bmatchall%26Ntk%3DAll%26N%3D0%26No%3D10%26Ntt%3Dethylene
p,NASA Technical Reports Server (NTRS),
a,NASA Technical Reports Server (NTRS),http://ntrs.nasa.gov/search.jsp
p,"Ismail, Huzeifa; Goldsmith, C. Franklin; Abel, Paul R.; Howe, Pui-Teng; Fahr, Askar; Halpern, Joshua B.; Jusinski, Leonard E.; Georgievskii, Yuri; Taatjes, Craig A.; Green, William H.",
p,2007-01-01,
p,"This work reports measurements of absolute rate coefficients and Rice-Ramsperger-Kassel-Marcus (RRKM) master equation simulations of the C2H3 + C2H4 reaction. Direct kinetic studies were performed over a temperature range of 300-700 K and pressures of 20 and 133 mbar.Vinylradicals (H2C=CH) were generated by laser photolysis ofvinyliodide (C2H31) at 266 nm, and time-resolved absorption spectroscopy was used to probevinylradicals through absorption at 423.2 nm. Measurements at 20 mbar are in good agreement with previous determinations at higher temperature. A weighted three-parameter Arrhenius fit to the experimental rate constant at 133 mbar, with the temperature exponent fixed, gives k = (7 +/- 1) x 10(exp -l4) cu cm/molecule/s (T/298 K)(exp 2) exp[-(1430 +/- 70) K/T]. RRKM master equation simulations, based on G3 calculations of stationary points on the C4H7 potential energy surface, were carried out to predict rate coefficients and product branching fractions. The predicted branching to 1-methylallyl product is relatively small under the conditions of the present experiments but increases as the pressure is lowered. Analysis of end products of 248 nm photolysis ofvinyliodide/ethylene mixtures at total pressures between 27 and 933 mbar provides no direct evidence for participation of I -methylallyl.",
p,"40 CFR 721.10481 - Siloxanes and Silicones, Mevinyl, hydroxy-terminated, reaction products with silica.",
a,"40 CFR 721.10481 - Siloxanes and Silicones, Mevinyl, hydroxy-terminated, reaction products with silica.",https://www.gpo.gov/fdsys/pkg/CFR-2014-title40-vol31/pdf/CFR-2014-title40-vol31-sec721-10481.pdf
p,"Code of Federal Regulations, 2014 CFR",
a,"Code of Federal Regulations, 2014 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2014&page.go=Go
p,,
p,2014-07-01,
p,"... 40 Protection of Environment 31 2014-07-01 2014-07-01 false Siloxanes and Silicones, Mevinyl... SUBSTANCES Significant New Uses for Specific Chemical Substances § 721.10481 Siloxanes and Silicones, Me... uses subject to reporting. (1) The chemical substance identified as Siloxanes and Silicones, Mevinyl...",
p,"40 CFR 721.10481 - Siloxanes and Silicones, Mevinyl, hydroxy-terminated, reaction products with silica.",
a,"40 CFR 721.10481 - Siloxanes and Silicones, Mevinyl, hydroxy-terminated, reaction products with silica.",https://www.gpo.gov/fdsys/pkg/CFR-2013-title40-vol32/pdf/CFR-2013-title40-vol32-sec721-10481.pdf
p,"Code of Federal Regulations, 2013 CFR",
a,"Code of Federal Regulations, 2013 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2013&page.go=Go
p,,
p,2013-07-01,
p,"... 40 Protection of Environment 32 2013-07-01 2013-07-01 false Siloxanes and Silicones, Mevinyl... SUBSTANCES Significant New Uses for Specific Chemical Substances § 721.10481 Siloxanes and Silicones, Me... uses subject to reporting. (1) The chemical substance identified as Siloxanes and Silicones, Mevinyl...",
p,"40 CFR 61.65 - Emission standard for ethylene dichloride,vinylchloride and polyvinyl chloride plants.",
a,"40 CFR 61.65 - Emission standard for ethylene dichloride,vinylchloride and polyvinyl chloride plants.",https://www.gpo.gov/fdsys/pkg/CFR-2010-title40-vol8/pdf/CFR-2010-title40-vol8-sec61-65.pdf
p,"Code of Federal Regulations, 2010 CFR",
a,"Code of Federal Regulations, 2010 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2010&page.go=Go
p,,
p,2010-07-01,
p,"... 40 Protection of Environment 8 2010-07-01 2010-07-01 false Emission standard for ethylene... AIR POLLUTANTS National Emission Standard forVinylChloride § 61.65 Emission standard for ethylene dichloride,vinylchloride and polyvinyl chloride plants. An owner or operator of an ethylene dichloride...",
a,«,#
a,14,#
a,15,#
a,17,#
a,18,#
a,»,#
a,«,#
a,15,#
a,16,#
a,18,#
a,19,#
a,»,#
p,"“Click, Click, Cyclize”: A DOS Approach to Sultams UtilizingVinylSulfonamide Linchpins",
a,"“Click, Click, Cyclize”: A DOS Approach to Sultams UtilizingVinylSulfonamide Linchpins",https://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pmcentrez&artid=2742886
p,PubMed Central,
a,PubMed Central,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pmc
p,"Zhou, Aihua; Rayabarapu, Dinesh; Hanson, Paul R.",
p,2009-01-01,
p,"A diversity-oriented synthesis (DOS) strategy termed “Click, Click, Cyclize” is reported. This approach relies on functional group (FG) pairing between avinylsulfonamide and an array of functional groups to synthesize skeletally diverse sultams. Several FG pairing pathways on central tertiaryvinylsulfonamide linchpins have been developed including intramolecular Heck, aza-Michael, ring-closing enyne metathesis, Pauson—Khand, and chemoselective oxidation/Baylis—Hillman reactions. PMID:19115841",
p,Injectable biomaterials for minimally invasive orthopedic treatments.,
a,Injectable biomaterials for minimally invasive orthopedic treatments.,https://www.ncbi.nlm.nih.gov/pubmed/19160023
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Jayabalan, M; Shalumon, K T; Mitha, M K",
p,2009-06-01,
p,"Biodegradable and injectable hydroxy terminated-poly propylene fumarate (HT-PPF) bone cement was developed. The injectable formulation consisting HT-PPF and comonomer,n-vinylpyrrolidone, calcium phosphate filler, free radical catalyst, accelerator and radiopaque agent sets rapidly to hard mass with low exothermic temperature. The candidate bone cement attains mechanical strength more than the required compressive strength of 5 MPa and compressive modulus 50 MPa. The candidate bone cement resin elicits cell adhesion and cytoplasmic spreading of osteoblast cells. The cured bone cement does not induce intracutaneous irritation and skin sensitization. The candidate bone cement is tissue compatible without eliciting any adverse tissue reactions. The candidate bone cement is osteoconductive and inductive and allow osteointegration and bone remodeling. HT-PPF bone cement is candidate bone cement for minimally invasive radiological procedures for the treatment of bone diseases and spinal compression fractures.",
p,Facile Preparation of Doxorubicin-Loaded and Folic Acid-Conjugated Carbon Nanotubes@Poly(N-vinylpyrrole) for Targeted Synergistic Chemo-Photothermal Cancer Treatment.,
a,Facile Preparation of Doxorubicin-Loaded and Folic Acid-Conjugated Carbon Nanotubes@Poly(N-vinylpyrrole) for Targeted Synergistic Chemo-Photothermal Cancer Treatment.,https://www.ncbi.nlm.nih.gov/pubmed/28968063
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Wang, Daquan; Ren, Yibo; Shao, Yongping; Yu, Demei; Meng, Lingjie",
p,2017-11-15,
p,"We developed a bifunctional nanoplatform for targeted synergistic chemo-photothermal cancer treatment. The nanoplatform was constructed through a facile method in which poly(N-vinylpyrrole) (PVPy) was coated on cut multiwalled carbon nanotubes (c-MWNTs); FA-PEG-SH was then linked by thiol-ene click reaction to improve the active targeting ability, water dispersibility, and biocompatibility and to extend the circulation time in blood. The PVPy shell not only enhanced the photothermal effect of c-MWNTs significantly but also provided a surface that could tailor targeting molecules and drugs. The resulting MWNT@PVPy-S-PEG-FA possessed high drug-loading ratio as well as pH-sensitive unloading capacity for a broad-spectrum anticancer agent, doxorubicin. Owing to its outstanding efficiency in photothermal conversion and ability in targeted drug delivery, the material could potentially be used as an efficient chemo-photothermal therapeutic nanoagent to treat cancer.",
p,75 FR 5578 - Submission for OMB Review; Comment Request-Flammability Standards for Clothing Textiles andVinyl...,
a,75 FR 5578 - Submission for OMB Review; Comment Request-Flammability Standards for Clothing Textiles andVinyl...,https://www.gpo.gov/fdsys/pkg/FR-2010-02-03/pdf/2010-2302.pdf
p,"Federal Register 2010, 2011, 2012, 2013, 2014",
a,"Federal Register 2010, 2011, 2012, 2013, 2014",http://www.gpo.gov/fdsys/browse/collection.action?collectionCode=FR
p,,
p,2010-02-03,
p,"... Standards for Clothing Textiles andVinylPlastic Film AGENCY: Consumer Product Safety Commission. ACTION... Commission's flammability standards for clothing textiles andvinylplastic film. DATES: Written comments on... collection requirements should be captioned ``Clothing Textiles and Film, Collection of Information'' and...",
p,Fabrication of thermo-responsive cotton fabrics using poly(vinylcaprolactam-co-hydroxyethyl acrylamide) copolymer.,
a,Fabrication of thermo-responsive cotton fabrics using poly(vinylcaprolactam-co-hydroxyethyl acrylamide) copolymer.,https://www.ncbi.nlm.nih.gov/pubmed/28821113
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Xiao, Min; González, Edurne; Monterroza, Alexis Martell; Frey, Margaret",
p,2017-10-15,
p,"A thermo-responsive polymer with hydrophilic to hydrophobic transition behavior, poly(vinylcaprolactam-co-hydroxyethyl acrylamide) P(VCL-co-HEAA), was prepared by copolymerization ofvinylcaprolactam andN-hydroxyethyl acrylamide via free radical solution polymerization. The resulting copolymer was characterized by Fourier transform infrared spectroscopy (FTIR), 1 H nuclear magnetic resonance (NMR), gel permeation chromatography (GPC), differential scanning calorimetry (DSC), and thermogravimetric analysis (TGA). The lower critical solution temperature (LCST) of P(VCL-co-HEAA) was determined at 34.5°C. This thermo-responsive polymer was then grafted onto cotton fabrics using 1,2,3,4-butanetetracarboxylic acid (BTCA) as crosslinker and sodium hypophosphite (SHP) as catalyst. FTIR and energy dispersive X-ray spectroscopy (EDS) studies confirmed the successful grafting reaction. The modified cotton fabric exhibited thermo-responsive behavior as evidenced by water vapor permeability measurement confirming decreased permeability at elevated temperature. This is the first demonstration that a PVCL based copolymer is grafted to cotton fabrics. This study provides a new thermo-responsive polymer for fabrication of smart cotton fabrics with thermally switchable hydrophilicity. Copyright © 2017 Elsevier Ltd. All rights reserved.",
p,Elastic electron scattering by ethylvinylether,
a,Elastic electron scattering by ethylvinylether,https://www.osti.gov/biblio/21408246-elastic-electron-scattering-ethyl-vinyl-ether
p,DOE Office of Scientific and Technical Information (OSTI.GOV),
a,DOE Office of Scientific and Technical Information (OSTI.GOV),http://www.osti.gov/search
p,"Khakoo, M. A.; Hong, L.; Kim, B.",
p,2010-02-15,
p,"We report measured and calculated results for elastic scattering of low-energy electrons by ethylvinylether (ethoxyethene), a prototype system for studying indirect dissociative attachment processes that may play a role in DNA damage. The integral cross section displays the expected {pi}{sup *} shape resonance. The agreement between the calculated and measured cross sections is generally good.",
p,Poly(vinylChloride) Photostabilization in the Presence of Schiff Bases Containing a Thiadiazole Moiety.,
a,Poly(vinylChloride) Photostabilization in the Presence of Schiff Bases Containing a Thiadiazole Moiety.,https://www.ncbi.nlm.nih.gov/pubmed/29662039
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Shaalan, Naser; Laftah, Nawres; El-Hiti, Gamal A; Alotaibi, Mohammad Hayal; Muslih, Raad; Ahmed, Dina S; Yousif, Emad",
p,2018-04-15,
p,"Five Schiff bases containing a thiadiazole moiety have been used as poly(vinylchloride) photostabilizers at low concentrations. The efficiency of Schiff bases as photostabilizers was investigated using various techniques, for example, the changes in poly(vinylchloride) infrared spectra, molecular weight, chain scission quantum yield, and surface morphology were monitored upon irradiation with an ultraviolet light. Evidently, all the additives used inhibited poly(vinylchloride) photodegradation at a significant level. The most efficient Schiff base exhibited a high level of aromaticity and contained a hydroxyl group. It seems possible that such photostabilization could be due to the direct absorption of ultraviolet radiation by the additives. In addition, Schiff bases could act as radical scavengers and proton transfer facilitators to stabilize the polymeric materials.",
p,Chemo-enzymatic synthesis ofvinyland l-ascorbyl phenolates and their inhibitory effects on advanced glycation end products.,
a,Chemo-enzymatic synthesis ofvinyland l-ascorbyl phenolates and their inhibitory effects on advanced glycation end products.,https://www.ncbi.nlm.nih.gov/pubmed/27507531
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Hwang, Seung Hwan; Wang, Zhiqiang; Lim, Soon Sung",
p,2017-01-01,
p,"This study successfully established the feasibility of a two-step chemo-enzymatic synthesis of l-ascorbyl phenolates. Intermediatevinylphenolates were first chemically produced and then underwent trans-esterification with l-ascorbic acid in the presence of Novozyme 435® (Candida Antarctica lipase B) as a catalyst. Twentyvinylphenolates and 11 ascorbyl phenolates were subjected to in vitro bioassays to investigate their inhibitory activity against advanced glycation end products (AGEs). Among them,vinyl4-hydroxycinnamate (17VP),vinyl4-hydroxy-3-methoxycinnamate (18VP),vinyl4-hydroxy-3,5-dimethoxycinnamate (20VP), ascorbyl 4-hydroxy-3-methoxycinnamate (18AP) and ascorbyl 3,4-dimethoxycinnamate (19AP) showed 2-10 times stronger inhibitory activities than positive control (aminoguanidine and its precursors). These results indicated that chemo-enzymatically synthesized compounds have AGE inhibitory effect and thus are effective in either preventing or retarding glycation protein formation. Copyright © 2016 Elsevier Ltd. All rights reserved.",
p,The development and characterization of degradable poly(vinylester) and poly(vinylester)/PEO block copolymers,
a,The development and characterization of degradable poly(vinylester) and poly(vinylester)/PEO block copolymers,http://adsabs.harvard.edu/abs/2011PhDT.......151L
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Lipscomb, Corinne Elizabeth",
p,,
p,"The development of biodegradable materials is a challenging and important problem in polymer science. A review of the state of the art in degradable materials is presented, which reveals that current biodegradable materials do not exhibit the thermal or mechanical properties necessary for widespread applications. One strategy for toughening polymeric materials, which has previously been applied to non-degradable thermoplastics and thermoplastic elastomers, is the formation of block copolymers. Poly(vinylesters) (PVE) homopolymers are known to have a wide range of properties, but PVE block copolymers comprise a class of inexpensive and (bio)degradable materials that were previously unknown. Therefore, the synthesis and properties of these block copolymers were explored in an effort to develop robust degradable materials. This thesis research probes the reaction conditions necessary for the reversible-addition fragmentation chain transfer (RAFT) polymerization and chain extension reactions ofvinylester monomers. PVE di- and triblock copolymers are synthesized and studied, and the triblock copolymers display extremely poor toughness due to their relatively low molecular weights in light of the high entanglement molecular weight of the poly(vinylacetate) center block. Attempts to improve the mechanical properties of these materials focus on the incorporation of poly(ethylene oxide) (PEO) as a low entanglement molecular weight and biocompatible center block in PVE-containing triblock copolymers. Depending on the choice of PVE endblocks and the overall polymer composition, crystallization of the PEO block can be controlled, confined, or inhibited. Polymers in which PEO crystallization is completely inhibited exhibit enhanced mechanical properties and behave as weak thermoplastics. In order to understand the relationship between the inhibition of PEO crystallization and the mechanical properties of PVE/PEO materials, these polymers were studied using dynamic",
p,"The chemistry of dimethacrylate-styrene networks, and, Development of flame retardant, halogen-free fiber reinforcedvinylester composites",
a,"The chemistry of dimethacrylate-styrene networks, and, Development of flame retardant, halogen-free fiber reinforcedvinylester composites",http://adsabs.harvard.edu/abs/2002PhDT.......140R
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Rosario, Astrid Christa",
p,,
p,"One of the major classes of polymer matrix resins under consideration for structural composite applications in the infrastructure and construction industries isvinylester resin.Vinylester resin is comprised of low molecular weight poly(hydroxyether) oligomers with methacrylate endgroups diluted with styrene monomer. The methacrylate endgroups cure with styrene via free radical copolymerization to yield thermoset networks. The copolymerization behavior of these networks was monitored by Fourier Transform Infrared Spectroscopy (FTIR) at various cure conditions. Reactions of the carbon-carbon double bonds of the methacrylate (943 cm-1) and styrene (910 cm-1 ) were followed independently. Oligomers possessing number average molecular weights of 700 g/mole were studied with systematically increasing levels of styrene. The Mortimer-Tidwell reactivity ratios indicated that at low conversion more styrene was incorporated into the network at lower cure temperatures. The experimentalvinylester-styrene network compositions deviated significantly from those predicted by the Meyer-Lowry integrated copolymer equation at higher conversion, implying that the reactivity ratios for these networks may change with conversion. The kinetic data were used to provide additional insight into the physical and mechanical properties of these materials. In addition to establishing the copolymerization kinetics of these materials, the development of halogen free fiber reinforcedvinylester composites exhibiting good flame properties was of interest. Flame retardantvinylester resins are used by many industries for applications requiring good thermal resistance. The current flame-retardant technology is dependent on brominatedvinylesters, which generate high levels of smoke and carbon monoxide. A series of halogen free binder systems has been developed and dispersed in thevinylester to improve flame retardance. The binder approach enables thevinylester resin to maintain its low",
p,"Reactions of NO 3 with the man-made emissions 2-methylpent-2-ene, ( Z)-3-methylpent-2-ene, ethylvinylether, and the stress-induced plant emission ethylvinylketone",
a,"Reactions of NO 3 with the man-made emissions 2-methylpent-2-ene, ( Z)-3-methylpent-2-ene, ethylvinylether, and the stress-induced plant emission ethylvinylketone",http://adsabs.harvard.edu/abs/2006AtmEn..40..786P
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Pfrang, Christian; Tooze, Christopher; Nalty, Andrew; Canosa-Mas, Carlos E.; Wayne, Richard P.",
p,,
p,"Rate coefficients for reactions of nitrate radicals (NO 3) with the anthropogenic emissions 2-methylpent-2-ene, ( Z)-3-methylpent-2-ene, ethylvinylether, and the stress-induced plant emission ethylvinylketone (pent-1-en-3-one) were determined to be (9.3±1.1)×10 -12, (9.3±3.2)×10 -12, (1.7±1.3)×10 -12 and (9.4±2.7)×10 -17 cm 3 molecule -1 s -1. We performed kinetic experiments at room temperature and atmospheric pressure using a relative-rate technique with GC-FID analysis. Experiments with ethylvinylether required a modification of our established procedure that might introduce additional uncertainties, and the errors suggested reflect these difficulties. Rate coefficients are discussed in terms of electronic and steric influences. Atmospheric lifetimes with respect to important oxidants in the troposphere were calculated. NO 3-initiated oxidation is found to be the strongly dominating degradation route for 2-methylpent-2-ene, ( Z)-3-methylpent-2-ene and ethylvinylether. Atmospheric concentrations of the alkenes and their relative contribution to the total NMHC emissions from trucks can be expected to increase if plans for the introduction of particle filters for diesel engines are implemented on a global scale. Thus more kinetic data are required to better evaluate the impact of these emissions.",
p,Performance Evaluation ofVinylReplacement Windows.,
a,Performance Evaluation ofVinylReplacement Windows.,http://www.dtic.mil/docs/citations/ADA089222
p,DTIC Science & Technology,
a,DTIC Science & Technology,http://www.dtic.mil/
p,,
p,1980-07-15,
p,"VINYLREPLACEMENT WINDOWS P. B. SHEPHERD JOHNS - MANVILLE SALES CORPORATION LEU ! RESEARCH & DEVELOPMENT CENTER CLE 0 KEN-CARYL RANCH DENVER, COLORADO...PE F -I.. E RI.. Philip B.heperd/K^678D00 9. PERFORMING ORGANIZATION NAME AND ADDRESS SO. PROGRAM ELEMENT. PROJECT, TASK Johns - Manville Sales Corporatp...Development Center Ken-Caryl Ranch Denver. Colorado 80217 (303) 979-1000 October 23, 1979 Dear Sir: The Johns - Manville R&D Center has been contacted",
p,Caspasevinylsulfone small molecule inhibitors prevent axonal degeneration in human neurons and reverse cognitive impairment in Caspase-6-overexpressing mice.,
a,Caspasevinylsulfone small molecule inhibitors prevent axonal degeneration in human neurons and reverse cognitive impairment in Caspase-6-overexpressing mice.,https://www.ncbi.nlm.nih.gov/pubmed/28241839
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Pakavathkumar, Prateep; Noël, Anastasia; Lecrux, Clotilde; Tubeleviciute-Aydin, Agne; Hamel, Edith; Ahlfors, Jan-Eric; LeBlanc, Andrea C",
p,2017-02-28,
p,"The activation of the aspartate-specific cysteinyl protease, Caspase-6, is proposed as an early pathogenic event of Alzheimer disease (AD) and Huntington's disease. Caspase-6 inhibitors could be useful against these neurodegenerative diseases but most Caspase-6 inhibitors have been exclusively studied in vitro or show acute liver toxicity in humans. Here, we assessedvinylsulfone small molecule peptide caspase inhibitors for potential use in vivo. The IC 50 of NWLvinylsulfone small molecule caspase inhibitors were determined on Caspase-1 to 10, and Caspase-6-transfected human colon carcinoma HCT116 cells. Inhibition of Caspase-6-mediated axonal degeneration was assessed in serum-deprived or amyloid precursor protein-transfected primary human CNS neurons. Cellular toxicity was measured by phase contrast microscopy, mitochondrial and lactate dehydrogenase colorimetric activity assays, or flow cytometry. Caspase inhibition was measured by fluorogenic activity assays, fluorescence microscopy, and western blot analyses. The effect of inhibitors on age-dependent cognitive deficits in Caspase-6 transgenic mice was assessed by the novel object recognition task. Liquid chromatography coupled to tandem mass spectrometry assessed the blood-brain barrier permeability of inhibitors in Caspase-6 mice.Vinylsulfone NWL-117 caspase inhibitor has a higher selectivity against Caspase-6, -4, -8, -9, and -10 whereas NWL-154 has higher selectivity against Caspase-6, -8, and -10. The half-maximal inhibitory concentrations (IC 50 ) of NWL-117 and NWL-154 is 192nM and 100nM against Caspase-6 in vitro, and 4.82 μM and 3.63 μM in Caspase-6-transfected HCT116 cells, respectively. NWL inhibitors are not toxic to HCT116 cells or to human primary neurons. NWL-117 and NWL-154 inhibit serum deprivation-induced Caspase-6 activity and prevent amyloid precursor protein-mediated neurite degeneration in human primary CNS neurons. NWL-117 crosses the blood brain barrier and reverses age",
p,Heat Bonding of Irradiated EthyleneVinylAcetate,
a,Heat Bonding of Irradiated EthyleneVinylAcetate,https://ntrs.nasa.gov/search.jsp?R=19860000184&hterms=slack&qs=Ntx%3Dmode%2Bmatchall%26Ntk%3DAll%26N%3D0%26No%3D40%26Ntt%3Dslack
p,NASA Technical Reports Server (NTRS),
a,NASA Technical Reports Server (NTRS),http://ntrs.nasa.gov/search.jsp
p,"Slack, D. H.",
p,1986-01-01,
p,"Reliable method now available for joining parts of this difficult-tobond material. Heating fixture encircles ethylenevinylacetate multiplesocket part, providing heat to it and to tubes inserted in it. Fixtures specially designed to match parts to be bonded. Tube-and-socket bonds made with this technique subjected to tensile tests. Bond strengths of 50 percent that of base material obtained consistently.",
p,Stereocontrolled Cyanohydrin Ether Synthesis through Chiral Brønsted Acid-MediatedVinylEther Hydrocyanation,
a,Stereocontrolled Cyanohydrin Ether Synthesis through Chiral Brønsted Acid-MediatedVinylEther Hydrocyanation,https://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pmcentrez&artid=3856640
p,PubMed Central,
a,PubMed Central,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pmc
p,"Lu, Chunliang; Su, Xiaoge; Floreancig, Paul E.",
p,2013-01-01,
p,Vinylethers can be protonated to generate oxocarbenium ions that react with Me3SiCN to form cyanohydrin alkyl ethers. Reactions that form racemic products proceed efficiently upon converting thevinylether to an α-chloro ether prior to cyanide addition in a pathway that proceeds through Brønsted acid-mediated chloride ionization. Enantiomerically enriched products can be accessed by directly protonating thevinylether with a chiral Brønsted acid to form a chiral ion pair. Me3SiCN acts as the nucleophile and PhOH serves as a stoichiometric proton source in a rare example of an asymmetric bimolecular nucleophilic addition reaction into an oxocarbenium ion. Computational studies provide a model for the interaction between the catalyst and the oxocarbenium ion. PMID:23968162,
p,Thermodynamic and Kinetic Behavior of the Polystyrene/Poly(vinylmethyl ether) Blend as Studied by Excimer Fluorescence.,
